,Q,A,label
12162,핫초코 한 잔 아메리카노 사이즈업한 잔 하면 얼마인가요?,10000원입니다,0
12163,레몬티도 파나요?,네 4500원입니다,0
12164,제일 맛있는 케이크가 뭐예요,치즈 케이크가 잘 팔려요,0
12165,한 조각에 얼마죠,4000원입니다,0
12166,그거랑 아메리카노 주세요,사이즈 선택해주세요,0
12167,라지 사이즈로 주세요,총 8800원입니다,0
12168,카드로 결제할게요,영수증 드릴게요,0
12169,저 아메리카노에 샷 추가해서 주세요,저희 투 샷으로 들어가는데 샷 추가해드릴까요?,0
12170,네 4샷으로 넣어주세요,네 4000원입니다,0
12171,저 카카오페이로 결제할게요,결제 완료되었습니다,0
12172,아 저 이 티라미수도 하나 주세요,네 티라미수는 4500원입니다,0
12173,네 두 개 함께 가져다주세요,네 감사합니다,0
12174,제가 커피를 못 마시는데 음료 좀 추천해주세요,그럼 생과일주스가 어떠신가요,0
12175,주스는 너무 달아서 싫은데 다른 건 없나요,그럼 이번에 나온 오곡 라테 추천해드려요,0
12176,그건 달지 않나요?,네 곡물가루만 넣어서 고소하고 따듯해요,0
12177,통신사 할인되죠?,네 300원 할인됩니다,0
12178,카드로 결제할게요,네 감사합니다,0
12179,디카페인 음료 주문 가능할까요?,네 디카페인 라테 아메리카노 주문 가능합니다,0
12180,그럼 디카페인 라테 한잔해주세요,네 다른 필요하신 건 없으신가요?,0
12181,멤버십으로 사이즈업해주세요,네 사이즈업 도와드리겠습니다,0
12182,매장에서 마시려는데 언제까지 영업하시나요?,오후 10시까지 영업입니다,0
12183,네 엘지 파이로 계산할게요,네 엘지 파이로 결제 도와드리겠습니다,0
12184,플렛 화이트 아이스도 있나요?,네 있습니다,0
12185,머핀이나 케이크도 있나요?,네 초코머핀이랑 치즈케이크 있습니다,0
12186,그럼 초코머핀 하나 주세요,초코머핀 데워 드릴까요?,0
12187,아니요 그냥 주세요,결제해드릴게요,0
12188,기프트콘 사용 가능하나요?,네 가능합니다,0
12189,바닐라라테 진하게 가능할까요?,네 그럼 시럽 많이 넣어드릴게요,0
12190,아이스인데 얼음 없이 줄 수 있으세요?,얼음 아예 빼는 건 안되고 최대한 조금 넣어드릴게요,0
12191,쿠폰 10개 다 모았는데 사용 가능할까요?,쿠폰은 아메리카노만 사용 가능하세요,0
12192,가격 차감으로는 안 되나요?,한 번만 해드릴게요,0
12193,조금만 앉아있다가 나갈 건데 일회용 컵에는 안될까요?,앉아계실 거면 컵만 가능하세요,0
12194,카페라테 한잔 주세요,따뜻한 걸로 드릴까요?,0
12195,아이스로 주세요,드시고 가시나요?,0
12196,아니요 가지고 나갈 거예요,포인트 적립하시나요?,0
12197,아니요 그냥 결제해주세요,결제 도와드리겠습니다,0
12198,현금으로 할게요,현금영수증 해드릴까요?,0
12199,아메리카노 한 잔 주세요,아이스로 드릴까요?,0
12200,네 차가운 걸로 주세요,4500원입니다,0
12201,이 쿠키는 뭐예요?,초코칩 쿠키입니다,0
12202,이것도 하나 주시는데 얼마에요?,2000원입니다,0
12203,네 여기 현금영수증도 해주세요,네 번호 적어주세요,0
12204,아이스 아메리카노 하나 따뜻한 자몽치 하나 주세요,아메리카노 원두는 어떤 걸로 할까요?,0
12205,어떤 게 괜찮아요?,보통 여자분들이나 특정 원두를 선호하시는 게 아니면 예가체프 많이 추천해드려요,0
12206,많이 쓴가요?,쓴맛은 많이 없고 산미가 있고 다른 원두들보다 과일향이 나죠,0
12207,그러면 예가체프로 주세요,부드러워서 아메리카노 안 좋아하시는 분들도 많이 선택하세요,0
12208,테이크 아웃으로 해주세요,네 진동벨 울리면 픽업 테이블로 와주세요,0
12209,아이스 말차 라테에 에스프레소 샷 하나 추가해서 주세요,네 따로 추가하실 건 없으신가요?,0
12210,지금 말차 케이크는 품절인 거죠?,네 죄송하지만 말차 케이크는 품절되었습니다,0
12211,그럼 말차 라테에 잘 어울리는 케이크 하나 추천해주시겠어요?,치즈 케이크가 잘 어울려서 같이 주문하시는 고객님들이 많으세요,0
12212,그럼 추천해주신 치즈 케이크도 같이 주세요,네 매장에서 드시고 가시나요?,0
12213,네 매장에서 먹고 갈게요,네 그럼  바로 준비해드리겠습니다,0
12214,그린 티 프라푸치노 하나 주세요,네 사이즈는 어떻게 드릴까요?,0
12215,그리고 휘핑크림은 에스프레소 크림으로 올려주세요,결제는 어떻게 해드릴까요?,0
12216,스타벅스 카드로 계산할게요,사용하시고 잔액 3천 원인데 충전하시겠어요?,0
12217,네 2만 원 충전해주세요,네 알겠습니다,0
12218,에스프레소 한 잔하고 카페모카 두 잔 주세요,카페모카 사이즈는 어떤 걸 드릴까요,0
12219,그랑데 사이즈로 주십시오,드시고 가실 건가요,0
12220,네,전부 1만 3천 원입니다,0
12221,할인카드 있습니다,할인되어 1만 1천 원입니다,0
12222,할인율이 높군요,감사합니다,0
12223,핫초코에 우유를 더 많이 타서 연하게 만들어주실 수 있나요?,네 그렇게 해드리겠습니다,0
12224,얼마인가요?,5천 원입니다,0
12225,아이스로 변경할 경우 추가요금이 있나요?,아이스 음료는 500원이 더 비쌉니다,0
12226,그냥 따뜻한 걸로 주시고 따뜻한 아메리카노도 한잔 더 주실 수 있나요?,들고 가실 건가요?,0
12227,네 안전히 들고 갈 수 있게 부탁드립니다,손잡이 있는 캐리어에 담아드리겠습니다,0
12228,밀크티 한 잔 얼마에요?,4500원입니다,0
12229,사이즈업 되나요?,네,0
12230,케이크는 뭐가 제일 맛있어요?,요즘은 초코 케이크가 제일 잘나가요,0
12231,초코 케이크 한 조각 주세요,네 더 필요하신 건 없으세요?,0
12232,현금 영수증 해주세요,네 번호 찍어주세요,0
12233,카페라테 가격은 얼마인가요?,5000원입니다,0
12234,멤버십 있는데 포인트 쓸 수 있나요?,네 포인트 사용 가능하세요,0
12235,포인트 사용하고 적립 동시에 가능한가요?,포인트 사용하시면 적립은 안됩니다,0
12236,포인트 사용 없이 적립만 할게요,네 멤버십 카드 주시면 도와드리겠습니다,0
12237,멤버십 카드 드리고 현금으로 계산할게요,네 현금영수증 해드릴까요?,0
12238,아이스 아메리카노 주세요,샌드위치는 안 필요하신가요?,0
12239,지금도 브런치 할인하나요?,네 10시까지 하고 있습니다,0
12240,그럼 크로크무슈와 아이스 아메리카노로 할게요,더 필요하신 건 없나요?,0
12241,네 할인돼도 적립은 해주죠?,네 바코드 보여주세요,0
12242,현금영수증도 할게요,네 번호 입력해주세요,0
12243,민트 초코 프라푸치노 주세요,휘핑 올려드릴까요?,0
12244,탑처럼 쌓아주세요,알겠습니다,0
12245,민트 시럽도 코가 찡할 만큼 올려주세요,드시고 가시나요?,0
12246,포장이요,5500원입니다,0
12247,적립도 해주세요,알겠습니다,0
12248,아이스 아메리카노 하나랑 녹차라테 주세요,녹차라테도 아이스로 드릴까요?,0
12249,녹차라테는 따뜻하게 주세요,사이즈는 어떻게 드릴까요?,0
12250,둘 다 스몰 사이즈로 주세요,드시고 가시나요?,0
12251,마시다가 들고나갈 건데 테이크아웃으로 주세요,규정상 매장에서는 머그컵으로 드리고 있어요,0
12252,나갈 때 테이크아웃 컵으로 옮겨줄 수 있나요?,네 그렇게 해드릴게요,0
12253,아메리카노 두 잔 마키아토 한잔 주세요,드시고 가실 건가요,0
12254,테이크아웃 잔으로 주세요,올해부터는 점포 안에서 1회용을 사용하실 수 없습니다,0
12255,네 머그잔으로 주세요,마키아토 휘핑 올려드릴까요,0
12256,무료인가요,500 원 추가입니다,0
12257,추가해주세요,자리에 앉아 계시면 가져다드리겠습니다,0
12258,아메리카노 교환권이 있는데 다른 걸로 바꿀 수 있을까요?,가능한데 어떤 걸로 바꿔드릴까요?,0
12259,카페라테로 교환해주세요,사이즈는 어떤 걸로 해드릴까요?,0
12260,통신사 쿠폰 사용해서 라지 사이즈로 해주세요,이곳에 바코드 찍어주세요,0
12261,추가요금은 얼마인가요?,500원 결제해주시면 됩니다,0
12262,이 카드로 해주세요,음료 나오면 진동벨로 알려드리겠습니다,0
12263,아이스 아메리카노 1잔이랑 아이스 카페라테 1잔 얼마인가요?,아이스 아메리카노 1잔은 4000원 아이스 카페라테 1잔은 5000원입니다,0
12264,멤버십 할인되나요?,네 멤버십 할인하시면 10퍼센트 할인됩니다,0
12265,기프티콘 있는데 쓸 수 있나요?,네 유효기간 내라면 사용 가능하세요,0
12266,여기에서 지하철 타려면 어느 역으로 가야 하나요?,분당선 압구정 로데오 역을 이용하시면 됩니다,0
12267,여기 주차되나요?,건물 뒤에 주차장 있습니다,0
12268,쿠앤크 치노 하나요,아이스로 드릴까요?,0
12269,네 아이스요,드시고 가세요?,0
12270,네 먹고 가요,계산은 어떻게 하실 건가요?,0
12271,여기 카드로 결제해주세요,네 결제해드렸습니다,0
12272,얼마나 기다려야 하나요?,5분 정도 기다리세요,0
12273,카페인 안 들은 음료는 뭐가 있을까요?,피지와 나 티 종류가 있습니다,0
12274,피지와는 어떤 게 있어요?,라임하고 자몽이 있습니다,0
12275,둘 중에 어떤 게 더 잘 나가요?,자몽이 조금 더 잘 나가요,0
12276,자몽 피지와 주세요,네 더 필요하신 건 없으세요?,0
12277,포인트 적립해주세요,네 번호 입력 부탁드립니다,0
12278,티 종류도 아이스 가능한가요?,네 고객님 티 종류 다 아이스 가능합니다,0
12279,그럼 캐머마일 아이스로 하나 주세요,네 고객님 사이즈는 톨 사이즈 괜찮으신가요?,0
12280,네 괜찮아요,네 고객님 포인트 적립하시겠어요?,0
12281,네 번호로 할게요,네 앞쪽에 번호 눌러주세요,0
12282,아 포인트 있으면 포인트 사용해주세요,네 고객님 포인트 총 5000점 있으신데 그중 4500점 사용 도와드리겠습니다,0
12283,화이트 모카 한 잔 주세요,드시고 가세요?,0
12284,아뇨 테이크아웃이요,휘핑 올려드릴까요?,0
12285,네 올려주세요,따뜻한 걸로 드릴까요 차가운 걸로 드릴까요?,0
12286,따뜻한 걸로 주세요,사이즈는 어떻게 드릴까요?,0
12287,톨 사이즈로 주문할게요,네 계산 도와드리겠습니다,0
12288,아이스 아메리카노 하나랑 카페모카 하나 주세요,카페모카도 아이스 맞으세요?,0
12289,카페모카는 따뜻한 거로 주세요,카페모카 위에 휘핑 올려드릴까요?,0
12290,많이 올려주세요,테이크아웃이세요?,0
12291,여기서 먹고 갈 거예요,매장에서 드시면 일회용 컵에 제공되지 않는데 괜찮으세요?,0
12292,괜찮아요,준비되면 진동벨로 알려드릴게요,0
12293,아직 런치세트 할인되나요?,네 2시까지 가능하십니다,0
12294,치킨 파야냐 하나랑 아이스 아메리카노 하나 해서 주세요,네 더 추가하실 것은 없으신가요?,0
12295,아메리카노 사이즈 업도 가능한가요?,네 500원만 추가하시면 가능하십니다,0
12296,사이즈업해서 주세요,네 결제는 어떻게 도와드릴까요?,0
12297,삼성페이 되나요?,네 가능합니다,0
12298,리저브는 처음인데요,네 원하시는 원두와 내리는 방법을 선택하실 수 있습니다,0
12299,네 평소에 아메리카노를 주로 마시는데요,네 과테말라와 케냐를 섞은 마이크로 블렌드를 추천하겠습니다,0
12300,어떤 맛인가요,다크초콜릿이 어우러진 달콤한 맛입니다,0
12301,전 단것은 별로인데요,아주 단맛이 아닌데요,0
12302,그럼 커피와 어우러지는 케이크도 추천해 주세요,상큼 한 블루베리 머핀이나 레드벨벳 크림치즈케이크가 어울립니다,0
12303,카페라테 주세요,네 드시고 가시나요?,0
12304,아니요 테이크아웃이요,네 알겠습니다,0
12305,커피는 텀블러에 담아주세요,네 텀블러 할인되셔서 4000원 결제 도와드리겠습니다,0
12306,네 카드 여기요,적립 쿠폰 있으세요?,0
12307,아니오 하나 만들어 주세요,네 카드랑 쿠폰 여기 있습니다,0
12308,아메리카노 1잔 주세요,매장에서 드시고 가시나요?,0
12309,바닐라라테를 두유로 바꿔서 만들어주세요,네 알겠습니다,0
12310,2잔 주문하면 얼마죠?,7000원입니다,0
12311,모카 라테 1잔 주세요,휘핑크림 올려드릴까요?,0
12312,치즈케이크 하나 추가해주세요,네 알겠습니다,0
12313,아메리카노 두 잔 주문할게요,아메리카노 따뜻한 건가요?,0
12314,아니요 아이스 아메리카로 주세요,드시고 가실 건가요?,0
12315,테이크아웃할게요,지금 행사 중인데 케이크 주문하시면 아메리카노 한잔 공짜로 드려요,0
12316,치즈 케이크 하나같이 주문할게요,네 아이스 아메리카노 두 잔 치즈 케이크 주문받았습니다,0
12317,저희 그냥 먹고 가겠습니다,네 벨 울리면 가지러 와주세요,0
12318,키오스크에서 현금 결제가 안 되네요,현금은 카운터에서 주문 도와드리겠습니다,0
12319,아이스 아메리카노 한 잔이랑 스콘 하나 할게요,드시고 가세요?,0
12320,아니요 포장이요,스콘은 데워드릴까요?,0
12321,네 부탁드릴게요,더 필요한 건 없으신가요?,0
12322,도장 찍어주세요,네 이리 주세요,0
12323,여기 카페인 안 들어간 게 있나요?,루이보스랑 유자차 있어요,0
12324,유자차 차갑게 주문 가능한가요?,유자차는 안되고 루이보스는 아이스로 가능하세요,0
12325,그럼 루이보스 차갑게 하나랑 유자차 하나 할게요,네 포인트나 할인카드 있으세요,0
